Job title,Job location,Department,Offered salary,Description of the company,Job description,Requirements/qualifications,Offered benefits,"Full-time, part-time, etc.",Experience required,Sector,Job function,fraudulent
Real Job Title 48,"New York, NY",HR,$3000/month,This is a reputable company profile for job 48.,This is a genuine job description for position 48.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 879,Remote,Operations,$5000/month,This is a fake company profile for job 879.,This is a suspicious job description for position 879.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 107,Remote,Operations,$3000/month,This is a reputable company profile for job 107.,This is a genuine job description for position 107.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 398,"New York, NY",HR,$5000/month,This is a fake company profile for job 398.,This is a suspicious job description for position 398.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1080,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1080.,This is a genuine job description for position 1080.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 287,Remote,Operations,$5000/month,This is a fake company profile for job 287.,This is a suspicious job description for position 287.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 262,"New York, NY",HR,$5000/month,This is a fake company profile for job 262.,This is a suspicious job description for position 262.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1145,Remote,Operations,$3000/month,This is a reputable company profile for job 1145.,This is a genuine job description for position 1145.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1162,"New York, NY",HR,$5000/month,This is a fake company profile for job 1162.,This is a suspicious job description for position 1162.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 297,Remote,Operations,$5000/month,This is a fake company profile for job 297.,This is a suspicious job description for position 297.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 842,"New York, NY",HR,$5000/month,This is a fake company profile for job 842.,This is a suspicious job description for position 842.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1837,Remote,Operations,$3000/month,This is a reputable company profile for job 1837.,This is a genuine job description for position 1837.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1754,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1754.,This is a genuine job description for position 1754.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1102,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1102.,This is a genuine job description for position 1102.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1969,Remote,Operations,$3000/month,This is a reputable company profile for job 1969.,This is a genuine job description for position 1969.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1009,Remote,Operations,$5000/month,This is a fake company profile for job 1009.,This is a suspicious job description for position 1009.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1651,Remote,Operations,$5000/month,This is a fake company profile for job 1651.,This is a suspicious job description for position 1651.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 524,"New York, NY",HR,$3000/month,This is a reputable company profile for job 524.,This is a genuine job description for position 524.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 281,Remote,Operations,$5000/month,This is a fake company profile for job 281.,This is a suspicious job description for position 281.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 693,Remote,Operations,$5000/month,This is a fake company profile for job 693.,This is a suspicious job description for position 693.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 886,"New York, NY",HR,$5000/month,This is a fake company profile for job 886.,This is a suspicious job description for position 886.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1429,Remote,Operations,$3000/month,This is a reputable company profile for job 1429.,This is a genuine job description for position 1429.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 582,"New York, NY",HR,$5000/month,This is a fake company profile for job 582.,This is a suspicious job description for position 582.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1468,"New York, NY",HR,$5000/month,This is a fake company profile for job 1468.,This is a suspicious job description for position 1468.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 604,"New York, NY",HR,$3000/month,This is a reputable company profile for job 604.,This is a genuine job description for position 604.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1490,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1490.,This is a genuine job description for position 1490.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1110,"New York, NY",HR,$5000/month,This is a fake company profile for job 1110.,This is a suspicious job description for position 1110.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1231,Remote,Operations,$5000/month,This is a fake company profile for job 1231.,This is a suspicious job description for position 1231.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 61,Remote,Operations,$3000/month,This is a reputable company profile for job 61.,This is a genuine job description for position 61.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1659,Remote,Operations,$5000/month,This is a fake company profile for job 1659.,This is a suspicious job description for position 1659.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 672,"New York, NY",HR,$3000/month,This is a reputable company profile for job 672.,This is a genuine job description for position 672.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 93,Remote,Operations,$3000/month,This is a reputable company profile for job 93.,This is a genuine job description for position 93.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 667,Remote,Operations,$3000/month,This is a reputable company profile for job 667.,This is a genuine job description for position 667.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1888,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1888.,This is a genuine job description for position 1888.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 281,Remote,Operations,$3000/month,This is a reputable company profile for job 281.,This is a genuine job description for position 281.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1720,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1720.,This is a genuine job description for position 1720.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1016,"New York, NY",HR,$5000/month,This is a fake company profile for job 1016.,This is a suspicious job description for position 1016.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 360,"New York, NY",HR,$3000/month,This is a reputable company profile for job 360.,This is a genuine job description for position 360.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 900,"New York, NY",HR,$3000/month,This is a reputable company profile for job 900.,This is a genuine job description for position 900.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1936,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1936.,This is a genuine job description for position 1936.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1995,Remote,Operations,$3000/month,This is a reputable company profile for job 1995.,This is a genuine job description for position 1995.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1946,"New York, NY",HR,$5000/month,This is a fake company profile for job 1946.,This is a suspicious job description for position 1946.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 896,"New York, NY",HR,$5000/month,This is a fake company profile for job 896.,This is a suspicious job description for position 896.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 761,Remote,Operations,$3000/month,This is a reputable company profile for job 761.,This is a genuine job description for position 761.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 159,Remote,Operations,$5000/month,This is a fake company profile for job 159.,This is a suspicious job description for position 159.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1488,"New York, NY",HR,$5000/month,This is a fake company profile for job 1488.,This is a suspicious job description for position 1488.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 43,Remote,Operations,$3000/month,This is a reputable company profile for job 43.,This is a genuine job description for position 43.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 174,"New York, NY",HR,$5000/month,This is a fake company profile for job 174.,This is a suspicious job description for position 174.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 205,Remote,Operations,$3000/month,This is a reputable company profile for job 205.,This is a genuine job description for position 205.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1474,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1474.,This is a genuine job description for position 1474.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 101,Remote,Operations,$5000/month,This is a fake company profile for job 101.,This is a suspicious job description for position 101.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 594,"New York, NY",HR,$5000/month,This is a fake company profile for job 594.,This is a suspicious job description for position 594.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 69,Remote,Operations,$3000/month,This is a reputable company profile for job 69.,This is a genuine job description for position 69.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1876,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1876.,This is a genuine job description for position 1876.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 833,Remote,Operations,$5000/month,This is a fake company profile for job 833.,This is a suspicious job description for position 833.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1728,"New York, NY",HR,$5000/month,This is a fake company profile for job 1728.,This is a suspicious job description for position 1728.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 232,"New York, NY",HR,$5000/month,This is a fake company profile for job 232.,This is a suspicious job description for position 232.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 138,"New York, NY",HR,$3000/month,This is a reputable company profile for job 138.,This is a genuine job description for position 138.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 948,"New York, NY",HR,$5000/month,This is a fake company profile for job 948.,This is a suspicious job description for position 948.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 797,Remote,Operations,$3000/month,This is a reputable company profile for job 797.,This is a genuine job description for position 797.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 181,Remote,Operations,$5000/month,This is a fake company profile for job 181.,This is a suspicious job description for position 181.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 129,Remote,Operations,$5000/month,This is a fake company profile for job 129.,This is a suspicious job description for position 129.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 759,Remote,Operations,$3000/month,This is a reputable company profile for job 759.,This is a genuine job description for position 759.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 542,"New York, NY",HR,$3000/month,This is a reputable company profile for job 542.,This is a genuine job description for position 542.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1020,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1020.,This is a genuine job description for position 1020.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1031,Remote,Operations,$5000/month,This is a fake company profile for job 1031.,This is a suspicious job description for position 1031.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 166,"New York, NY",HR,$3000/month,This is a reputable company profile for job 166.,This is a genuine job description for position 166.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 249,Remote,Operations,$3000/month,This is a reputable company profile for job 249.,This is a genuine job description for position 249.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1332,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1332.,This is a genuine job description for position 1332.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 18,"New York, NY",HR,$5000/month,This is a fake company profile for job 18.,This is a suspicious job description for position 18.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 447,Remote,Operations,$3000/month,This is a reputable company profile for job 447.,This is a genuine job description for position 447.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 483,Remote,Operations,$5000/month,This is a fake company profile for job 483.,This is a suspicious job description for position 483.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 907,Remote,Operations,$5000/month,This is a fake company profile for job 907.,This is a suspicious job description for position 907.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1359,Remote,Operations,$3000/month,This is a reputable company profile for job 1359.,This is a genuine job description for position 1359.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 846,"New York, NY",HR,$5000/month,This is a fake company profile for job 846.,This is a suspicious job description for position 846.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 146,"New York, NY",HR,$5000/month,This is a fake company profile for job 146.,This is a suspicious job description for position 146.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1330,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1330.,This is a genuine job description for position 1330.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1974,"New York, NY",HR,$5000/month,This is a fake company profile for job 1974.,This is a suspicious job description for position 1974.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 786,"New York, NY",HR,$5000/month,This is a fake company profile for job 786.,This is a suspicious job description for position 786.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1876,"New York, NY",HR,$5000/month,This is a fake company profile for job 1876.,This is a suspicious job description for position 1876.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 151,Remote,Operations,$5000/month,This is a fake company profile for job 151.,This is a suspicious job description for position 151.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 435,Remote,Operations,$3000/month,This is a reputable company profile for job 435.,This is a genuine job description for position 435.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 123,Remote,Operations,$5000/month,This is a fake company profile for job 123.,This is a suspicious job description for position 123.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 578,"New York, NY",HR,$3000/month,This is a reputable company profile for job 578.,This is a genuine job description for position 578.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 901,Remote,Operations,$5000/month,This is a fake company profile for job 901.,This is a suspicious job description for position 901.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1167,Remote,Operations,$5000/month,This is a fake company profile for job 1167.,This is a suspicious job description for position 1167.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 967,Remote,Operations,$5000/month,This is a fake company profile for job 967.,This is a suspicious job description for position 967.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1822,"New York, NY",HR,$5000/month,This is a fake company profile for job 1822.,This is a suspicious job description for position 1822.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1650,"New York, NY",HR,$5000/month,This is a fake company profile for job 1650.,This is a suspicious job description for position 1650.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 449,Remote,Operations,$5000/month,This is a fake company profile for job 449.,This is a suspicious job description for position 449.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1849,Remote,Operations,$3000/month,This is a reputable company profile for job 1849.,This is a genuine job description for position 1849.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 763,Remote,Operations,$3000/month,This is a reputable company profile for job 763.,This is a genuine job description for position 763.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1038,"New York, NY",HR,$5000/month,This is a fake company profile for job 1038.,This is a suspicious job description for position 1038.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 389,Remote,Operations,$3000/month,This is a reputable company profile for job 389.,This is a genuine job description for position 389.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 236,"New York, NY",HR,$3000/month,This is a reputable company profile for job 236.,This is a genuine job description for position 236.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1466,"New York, NY",HR,$5000/month,This is a fake company profile for job 1466.,This is a suspicious job description for position 1466.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1985,Remote,Operations,$3000/month,This is a reputable company profile for job 1985.,This is a genuine job description for position 1985.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 268,"New York, NY",HR,$3000/month,This is a reputable company profile for job 268.,This is a genuine job description for position 268.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 771,Remote,Operations,$3000/month,This is a reputable company profile for job 771.,This is a genuine job description for position 771.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 166,"New York, NY",HR,$5000/month,This is a fake company profile for job 166.,This is a suspicious job description for position 166.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 438,"New York, NY",HR,$3000/month,This is a reputable company profile for job 438.,This is a genuine job description for position 438.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 674,"New York, NY",HR,$3000/month,This is a reputable company profile for job 674.,This is a genuine job description for position 674.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 250,"New York, NY",HR,$3000/month,This is a reputable company profile for job 250.,This is a genuine job description for position 250.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 202,"New York, NY",HR,$5000/month,This is a fake company profile for job 202.,This is a suspicious job description for position 202.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1575,Remote,Operations,$3000/month,This is a reputable company profile for job 1575.,This is a genuine job description for position 1575.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 143,Remote,Operations,$5000/month,This is a fake company profile for job 143.,This is a suspicious job description for position 143.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 82,"New York, NY",HR,$5000/month,This is a fake company profile for job 82.,This is a suspicious job description for position 82.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1482,"New York, NY",HR,$5000/month,This is a fake company profile for job 1482.,This is a suspicious job description for position 1482.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1416,"New York, NY",HR,$5000/month,This is a fake company profile for job 1416.,This is a suspicious job description for position 1416.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1810,"New York, NY",HR,$5000/month,This is a fake company profile for job 1810.,This is a suspicious job description for position 1810.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 449,Remote,Operations,$3000/month,This is a reputable company profile for job 449.,This is a genuine job description for position 449.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1470,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1470.,This is a genuine job description for position 1470.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 717,Remote,Operations,$3000/month,This is a reputable company profile for job 717.,This is a genuine job description for position 717.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1177,Remote,Operations,$5000/month,This is a fake company profile for job 1177.,This is a suspicious job description for position 1177.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1478,"New York, NY",HR,$5000/month,This is a fake company profile for job 1478.,This is a suspicious job description for position 1478.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 49,Remote,Operations,$5000/month,This is a fake company profile for job 49.,This is a suspicious job description for position 49.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1902,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1902.,This is a genuine job description for position 1902.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1311,Remote,Operations,$5000/month,This is a fake company profile for job 1311.,This is a suspicious job description for position 1311.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1169,Remote,Operations,$3000/month,This is a reputable company profile for job 1169.,This is a genuine job description for position 1169.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 83,Remote,Operations,$3000/month,This is a reputable company profile for job 83.,This is a genuine job description for position 83.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1207,Remote,Operations,$5000/month,This is a fake company profile for job 1207.,This is a suspicious job description for position 1207.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 725,Remote,Operations,$5000/month,This is a fake company profile for job 725.,This is a suspicious job description for position 725.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1045,Remote,Operations,$5000/month,This is a fake company profile for job 1045.,This is a suspicious job description for position 1045.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1461,Remote,Operations,$3000/month,This is a reputable company profile for job 1461.,This is a genuine job description for position 1461.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 819,Remote,Operations,$5000/month,This is a fake company profile for job 819.,This is a suspicious job description for position 819.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1894,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1894.,This is a genuine job description for position 1894.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1669,Remote,Operations,$3000/month,This is a reputable company profile for job 1669.,This is a genuine job description for position 1669.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 757,Remote,Operations,$5000/month,This is a fake company profile for job 757.,This is a suspicious job description for position 757.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1,Remote,Operations,$5000/month,This is a fake company profile for job 1.,This is a suspicious job description for position 1.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 476,"New York, NY",HR,$3000/month,This is a reputable company profile for job 476.,This is a genuine job description for position 476.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 518,"New York, NY",HR,$3000/month,This is a reputable company profile for job 518.,This is a genuine job description for position 518.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1586,"New York, NY",HR,$5000/month,This is a fake company profile for job 1586.,This is a suspicious job description for position 1586.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 405,Remote,Operations,$3000/month,This is a reputable company profile for job 405.,This is a genuine job description for position 405.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 385,Remote,Operations,$3000/month,This is a reputable company profile for job 385.,This is a genuine job description for position 385.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1219,Remote,Operations,$5000/month,This is a fake company profile for job 1219.,This is a suspicious job description for position 1219.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 153,Remote,Operations,$5000/month,This is a fake company profile for job 153.,This is a suspicious job description for position 153.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1634,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1634.,This is a genuine job description for position 1634.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
